"ensemble" "local_corr_tmin" "local_corr_tmax" "extent_space" "extent_time" "irrep_col" "outlier_cutoff" "boot_method" "boot_R" "boot_seed" "boot_l" "boot_r" "pion_decay_constant_val" "pion_decay_constant_boot"
"549" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 549 0.0602064555926181 0.0602069217189044
"550" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 550 0.0602064555926181 0.0602088859191778
"551" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 551 0.0602064555926181 0.0602063928799785
"552" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 552 0.0602064555926181 0.0602089024307231
"553" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 553 0.0602064555926181 0.0602060224287773
"554" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 554 0.0602064555926181 0.0602074874515931
"555" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 555 0.0602064555926181 0.0602041168249924
"556" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 556 0.0602064555926181 0.0602044988753686
"557" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 557 0.0602064555926181 0.0602061954762239
"558" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 558 0.0602064555926181 0.0602084410958871
"559" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 559 0.0602064555926181 0.0602077182437116
"560" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 560 0.0602064555926181 0.0602069865463039
"561" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 561 0.0602064555926181 0.0602075962736523
"562" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 562 0.0602064555926181 0.0602083726325196
"563" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 563 0.0602064555926181 0.0602099612591064
"564" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 564 0.0602064555926181 0.0602077839389409
"565" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 565 0.0602064555926181 0.0602054119618888
"566" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 566 0.0602064555926181 0.0602046427259931
"567" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 567 0.0602064555926181 0.0602059388205931
"568" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 568 0.0602064555926181 0.0602049797726607
"569" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 569 0.0602064555926181 0.0602069783865557
"570" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 570 0.0602064555926181 0.0602060099509898
"571" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 571 0.0602064555926181 0.0602071382970473
"572" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 572 0.0602064555926181 0.0602058925750547
"573" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 573 0.0602064555926181 0.0602070388985456
"574" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 574 0.0602064555926181 0.0602048540954094
"575" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 575 0.0602064555926181 0.0602047934871019
"576" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 576 0.0602064555926181 0.0602092867460412
"577" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 577 0.0602064555926181 0.0602077381202633
"578" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 578 0.0602064555926181 0.0602082626011456
"579" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 579 0.0602064555926181 0.0602066975414414
"580" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 580 0.0602064555926181 0.0602083607150118
"581" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 581 0.0602064555926181 0.0602048735721443
"582" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 582 0.0602064555926181 0.0602041246849017
"583" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 583 0.0602064555926181 0.0602048779468101
"584" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 584 0.0602064555926181 0.0602065567232464
"585" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 585 0.0602064555926181 0.0602080097188123
"586" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 586 0.0602064555926181 0.0602037414557104
"587" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 587 0.0602064555926181 0.0602066949459094
"588" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 588 0.0602064555926181 0.0602078774085211
"589" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 589 0.0602064555926181 0.0602070497060461
"590" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 590 0.0602064555926181 0.0602064636644892
"591" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 591 0.0602064555926181 0.0602056297230748
"592" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 592 0.0602064555926181 0.0602052901568084
"593" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 593 0.0602064555926181 0.0602057814236201
"594" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 594 0.0602064555926181 0.0602053515392874
"595" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 595 0.0602064555926181 0.0602060987171034
"596" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 596 0.0602064555926181 0.0602071989107609
"597" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 597 0.0602064555926181 0.0602076457797761
"598" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 598 0.0602064555926181 0.0602041108830586
"599" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 599 0.0602064555926181 0.060209358330446
"600" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 600 0.0602064555926181 0.060206219091888
"601" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 601 0.0602064555926181 0.0602071521100549
"602" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 602 0.0602064555926181 0.0602070251693599
"603" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 603 0.0602064555926181 0.0602043965055042
"604" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 604 0.0602064555926181 0.0602069460358148
"605" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 605 0.0602064555926181 0.0602057584051569
"606" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 606 0.0602064555926181 0.0602069491074709
"607" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 607 0.0602064555926181 0.0602059287935022
"608" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 608 0.0602064555926181 0.0602076680899859
"609" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 609 0.0602064555926181 0.0602044117683828
"610" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 610 0.0602064555926181 0.0602020446106897
"611" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 611 0.0602064555926181 0.0602056785100086
"612" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 612 0.0602064555926181 0.0602043188925284
"613" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 613 0.0602064555926181 0.0602055763255324
"614" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 614 0.0602064555926181 0.0602087328879557
"615" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 615 0.0602064555926181 0.0602075468820687
"616" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 616 0.0602064555926181 0.0602073597821232
"617" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 617 0.0602064555926181 0.0602053248485691
"618" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 618 0.0602064555926181 0.0602086128918988
"619" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 619 0.0602064555926181 0.0602064416096201
"620" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 620 0.0602064555926181 0.0602071737898841
"621" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 621 0.0602064555926181 0.0602044622040793
"622" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 622 0.0602064555926181 0.0602047441350239
"623" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 623 0.0602064555926181 0.0602070104110241
"624" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 624 0.0602064555926181 0.0602073016167541
"625" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 625 0.0602064555926181 0.0602074625197587
"626" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 626 0.0602064555926181 0.0602070310873892
"627" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 627 0.0602064555926181 0.0602059601900251
"628" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 628 0.0602064555926181 0.0602058977052024
"629" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 629 0.0602064555926181 0.0602062388920527
"630" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 630 0.0602064555926181 0.0602104088319688
"631" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 631 0.0602064555926181 0.0602062413000516
"632" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 632 0.0602064555926181 0.060204073709244
"633" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 633 0.0602064555926181 0.0602071203393848
"634" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 634 0.0602064555926181 0.0602059738800965
"635" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 635 0.0602064555926181 0.0602068984074874
"636" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 636 0.0602064555926181 0.0602068012910986
"637" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 637 0.0602064555926181 0.0602066125803942
"638" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 638 0.0602064555926181 0.0602070488303752
"639" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 639 0.0602064555926181 0.0602046815404246
"640" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 640 0.0602064555926181 0.0602066794263134
"641" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 641 0.0602064555926181 0.0602086170005023
"642" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 642 0.0602064555926181 0.0602063731431542
"643" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 643 0.0602064555926181 0.0602074168791542
"644" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 644 0.0602064555926181 0.0602064247652842
"645" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 645 0.0602064555926181 0.0602074010213854
"646" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 646 0.0602064555926181 0.0602057636248547
"647" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 647 0.0602064555926181 0.0602074732528727
"648" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 648 0.0602064555926181 0.0602042832814269
"649" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 649 0.0602064555926181 0.0602062495888913
"650" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 650 0.0602064555926181 0.0602067977314553
"651" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 651 0.0602064555926181 0.0602084241565007
"652" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 652 0.0602064555926181 0.0602042896850169
"653" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 653 0.0602064555926181 0.0602074859950747
"654" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 654 0.0602064555926181 0.0602040789605264
"655" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 655 0.0602064555926181 0.0602039470790066
"656" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 656 0.0602064555926181 0.0602060729446208
"657" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 657 0.0602064555926181 0.0602088830906715
"658" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 658 0.0602064555926181 0.0602047828016094
"659" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 659 0.0602064555926181 0.060202485575028
"660" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 660 0.0602064555926181 0.0602020889382857
"661" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 661 0.0602064555926181 0.060206296391116
"662" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 662 0.0602064555926181 0.0602032106680438
"663" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 663 0.0602064555926181 0.0602048432364741
"664" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 664 0.0602064555926181 0.0602046949065871
"665" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 665 0.0602064555926181 0.0602048601213203
"666" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 666 0.0602064555926181 0.0602053373123923
"667" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 667 0.0602064555926181 0.0602044831065234
"668" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 668 0.0602064555926181 0.060204277341018
"669" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 669 0.0602064555926181 0.0602063814950196
"670" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 670 0.0602064555926181 0.0602040206807082
"671" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 671 0.0602064555926181 0.0602075065363431
"672" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 672 0.0602064555926181 0.0602075497872856
"673" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 673 0.0602064555926181 0.060206391640374
"674" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 674 0.0602064555926181 0.0602095172850447
"675" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 675 0.0602064555926181 0.0602086625254341
"676" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 676 0.0602064555926181 0.0602101928115462
"677" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 677 0.0602064555926181 0.0602090370913964
"678" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 678 0.0602064555926181 0.0602115660316645
"679" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 679 0.0602064555926181 0.060206016003759
"680" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 680 0.0602064555926181 0.0602082616952658
"681" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 681 0.0602064555926181 0.0602038474090251
"682" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 682 0.0602064555926181 0.0602054460666244
"683" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 683 0.0602064555926181 0.0602079689262714
"684" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 684 0.0602064555926181 0.060209530113072
"685" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 685 0.0602064555926181 0.060206884400831
"686" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 686 0.0602064555926181 0.0602084172980519
"687" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 687 0.0602064555926181 0.0602073678297744
"688" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 688 0.0602064555926181 0.0602071652588541
"689" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 689 0.0602064555926181 0.0602032623176824
"690" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 690 0.0602064555926181 0.0602048204128394
"691" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 691 0.0602064555926181 0.0602058378523226
"692" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 692 0.0602064555926181 0.0602048756889534
"693" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 693 0.0602064555926181 0.0602057203886397
"694" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 694 0.0602064555926181 0.0602054468876557
"695" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 695 0.0602064555926181 0.0602073052223088
"696" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 696 0.0602064555926181 0.0602072558401282
"697" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 697 0.0602064555926181 0.0602081747697079
"698" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 698 0.0602064555926181 0.060208100680673
"699" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 699 0.0602064555926181 0.0602057728599522
"700" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 700 0.0602064555926181 0.0602049243264348
"701" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 701 0.0602064555926181 0.060207692666963
"702" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 702 0.0602064555926181 0.0602041557438857
"703" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 703 0.0602064555926181 0.0602071040440492
"704" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 704 0.0602064555926181 0.0602092961290584
"705" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 705 0.0602064555926181 0.0602089916660224
"706" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 706 0.0602064555926181 0.060206112655951
"707" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 707 0.0602064555926181 0.0602092146524954
"708" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 708 0.0602064555926181 0.0602080782188368
"709" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 709 0.0602064555926181 0.0602093798170653
"710" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 710 0.0602064555926181 0.0602065439318503
"711" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 711 0.0602064555926181 0.0602087929053392
"712" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 712 0.0602064555926181 0.060207701102389
"713" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 713 0.0602064555926181 0.0602083847973721
"714" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 714 0.0602064555926181 0.0602085054586773
"715" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 715 0.0602064555926181 0.0602067624887453
"716" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 716 0.0602064555926181 0.0602072017807366
"717" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 717 0.0602064555926181 0.0602070525963496
"718" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 718 0.0602064555926181 0.0602030999514085
"719" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 719 0.0602064555926181 0.060206005422599
"720" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 720 0.0602064555926181 0.0602065271579547
"721" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 721 0.0602064555926181 0.0602074576556925
"722" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 722 0.0602064555926181 0.0602084745970555
"723" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 723 0.0602064555926181 0.0602054871215776
"724" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 724 0.0602064555926181 0.0602069062024971
"725" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 725 0.0602064555926181 0.0602020013052865
"726" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 726 0.0602064555926181 0.0602036841298662
"727" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 727 0.0602064555926181 0.0602082703497281
"728" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 728 0.0602064555926181 0.0602074590211371
"729" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 729 0.0602064555926181 0.0602070541495546
"730" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 730 0.0602064555926181 0.0602069051571179
"731" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 731 0.0602064555926181 0.060208287713978
"732" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 732 0.0602064555926181 0.0602079239911746
"733" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 733 0.0602064555926181 0.0602070745289267
"734" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 734 0.0602064555926181 0.0602044796833719
"735" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 735 0.0602064555926181 0.0602094197854661
"736" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 736 0.0602064555926181 0.0602075809572843
"737" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 737 0.0602064555926181 0.0602078412556971
"738" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 738 0.0602064555926181 0.0602045359982617
"739" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 739 0.0602064555926181 0.0602075108044726
"740" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 740 0.0602064555926181 0.0602073666465313
"741" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 741 0.0602064555926181 0.0602067017907006
"742" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 742 0.0602064555926181 0.060205816075151
"743" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 743 0.0602064555926181 0.0602064028629168
"744" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 744 0.0602064555926181 0.0602077103786395
"745" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 745 0.0602064555926181 0.0602076766283276
"746" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 746 0.0602064555926181 0.0602041431278348
"747" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 747 0.0602064555926181 0.0602068222179225
"748" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 748 0.0602064555926181 0.0602084308789347
"749" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 749 0.0602064555926181 0.0602084206354592
"750" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 750 0.0602064555926181 0.0602075763376028
"751" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 751 0.0602064555926181 0.0602082176341159
"752" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 752 0.0602064555926181 0.0602081566066383
"753" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 753 0.0602064555926181 0.0602069473582003
"754" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 754 0.0602064555926181 0.0602064188718244
"755" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 755 0.0602064555926181 0.060208657502822
"756" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 756 0.0602064555926181 0.0602062338071987
"757" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 757 0.0602064555926181 0.0602074482177839
"758" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 758 0.0602064555926181 0.0602052870712166
"759" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 759 0.0602064555926181 0.0602073970924635
"760" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 760 0.0602064555926181 0.0602073644407937
"761" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 761 0.0602064555926181 0.0602078219934407
"762" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 762 0.0602064555926181 0.0602080662768867
"763" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 763 0.0602064555926181 0.0602075019184271
"764" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 764 0.0602064555926181 0.0602052234626714
"765" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 765 0.0602064555926181 0.0602084788649552
"766" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 766 0.0602064555926181 0.0602032218278284
"767" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 767 0.0602064555926181 0.0602043366726522
"768" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 768 0.0602064555926181 0.0602070515533801
"769" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 769 0.0602064555926181 0.0602099497556744
"770" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 770 0.0602064555926181 0.0602078893586229
"771" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 771 0.0602064555926181 0.0602043541355625
"772" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 772 0.0602064555926181 0.0602063170469579
"773" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 773 0.0602064555926181 0.0602084654367167
"774" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 774 0.0602064555926181 0.0602077755767165
"775" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 775 0.0602064555926181 0.060209205900062
"776" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 776 0.0602064555926181 0.0602031153133956
"777" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 777 0.0602064555926181 0.0602041794819863
"778" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 778 0.0602064555926181 0.0602063819858906
"779" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 779 0.0602064555926181 0.0602051148065958
"780" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 780 0.0602064555926181 0.0602019952605086
"781" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 781 0.0602064555926181 0.0602052290957919
"782" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 782 0.0602064555926181 0.0602050559181964
"783" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 783 0.0602064555926181 0.0602066549410375
"784" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 784 0.0602064555926181 0.0602060541873032
"785" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 785 0.0602064555926181 0.0602026756440514
"786" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 786 0.0602064555926181 0.0602074109189573
"787" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 787 0.0602064555926181 0.060204922082689
