"ensemble" "local_corr_tmin" "local_corr_tmax" "extent_space" "extent_time" "irrep_col" "outlier_cutoff" "boot_method" "boot_R" "boot_seed" "boot_l" "boot_r" "pion_decay_constant_val" "pion_decay_constant_boot"
"38" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 38 0.0602064555926181 0.0602050174926355
"39" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 39 0.0602064555926181 0.0602062608475669
"40" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 40 0.0602064555926181 0.060205687426591
"41" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 41 0.0602064555926181 0.0602074417031823
"42" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 42 0.0602064555926181 0.0602043278306725
"43" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 43 0.0602064555926181 0.0602067249100657
"44" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 44 0.0602064555926181 0.0602048784272692
"45" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 45 0.0602064555926181 0.0602084704015006
"46" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 46 0.0602064555926181 0.0602074172753182
"47" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 47 0.0602064555926181 0.0602095898494774
"48" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 48 0.0602064555926181 0.0602076117299647
"49" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 49 0.0602064555926181 0.0602075658732323
"50" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 50 0.0602064555926181 0.0602076665618118
"51" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 51 0.0602064555926181 0.060209383877603
"52" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 52 0.0602064555926181 0.0602084071279217
"53" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 53 0.0602064555926181 0.0602075117959924
"54" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 54 0.0602064555926181 0.0602066509809499
"55" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 55 0.0602064555926181 0.0602043082386457
"56" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 56 0.0602064555926181 0.0602073032766403
"57" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 57 0.0602064555926181 0.0602067220079457
"58" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 58 0.0602064555926181 0.0602077369000513
"59" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 59 0.0602064555926181 0.0602061686569508
"60" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 60 0.0602064555926181 0.0602084478887865
"61" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 61 0.0602064555926181 0.0602084512396743
"62" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 62 0.0602064555926181 0.0602052747514197
"63" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 63 0.0602064555926181 0.0602071890489137
"64" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 64 0.0602064555926181 0.0602072014343282
"65" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 65 0.0602064555926181 0.0602085055388745
"66" "cA2.09.48" 20 40 48 96 1 3 "jackknife" 500 1 1 66 0.0602064555926181 0.0602059791906401
