"ensemble" "extent_space" "extent_time" "channel" "irrep" "total_momentum_d_sq" "irrep_col" "irrep_row" "outlier_cutoff" "boot_method" "boot_R" "boot_seed" "boot_l" "pion_total_momentum_d_sq" "pion_tmin" "pion_tmax" "gevp_sort_type" "gevp_mask" "correlator_id" "fit_method_count" "cm_mass_val" "cm_mass_err" "pion_mass_val" "pion_mass_err" "cm_mass_over_pion_mass_val" "cm_mass_over_pion_mass_err"
"cA2.30.48" 48 96 "3pi_I3" "B2" 4 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 1 5 0.494177504390982 0.010603931628648 0.111946872699906 6.97340133956549e-05 4.41439311766855 0.0942753800966067
"cA2.30.48" 48 96 "3pi_I3" "B2" 4 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 2 5 0.51087824780594 0.00719417534591815 0.111946872699906 6.97340133956549e-05 4.56357766398211 0.0636692622251327
"cA2.30.48" 48 96 "3pi_I3" "E" 1 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 1 5 0.495536549403336 0.00359641959702844 0.111946872699906 6.97340133956549e-05 4.42653320679812 0.0319867999882907
"cA2.30.48" 48 96 "3pi_I3" "E" 3 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 1 5 0.460208028915765 0.00438460939864378 0.111946872699906 6.97340133956549e-05 4.110950291121 0.038637340526606
"cA2.30.48" 48 96 "3pi_I3" "E" 3 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 2 5 0.563384036725477 0.00586248540381539 0.111946872699906 6.97340133956549e-05 5.03260183279734 0.0526511476352415
"cA2.30.48" 48 96 "3pi_I3" "E" 3 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 3 5 0.573735167962033 0.00788156548050786 0.111946872699906 6.97340133956549e-05 5.12506650811081 0.0700526237887518
"cA2.30.48" 48 96 "3pi_I3" "E" 3 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 4 5 0.576795753885538 0.00871737449840419 0.111946872699906 6.97340133956549e-05 5.15240613671937 0.0773439992574657
"cA2.30.48" 48 96 "3pi_I3" "E" 3 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 5 5 0.579493258192048 0.00232504480206781 0.111946872699906 6.97340133956549e-05 5.17650242669561 0.0209273084842143
"cA2.30.48" 48 96 "3pi_I3" "E" 4 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 1 5 0.511380989775842 0.00359265239689022 0.111946872699906 6.97340133956549e-05 4.56806856183193 0.0319342077257435
"cA2.30.48" 48 96 "3pi_I3" "Eu" 0 1 1 3 "bootstrap" 500 1 1 0 15 40 "values" NA 1 5 0.465757897788454 0.003084427200968 0.111946872699906 6.97340133956549e-05 4.16052620815057 0.0272380988489054
"cA2.60.32" 32 64 "2pi_I2" "A1" 1 1 1 3 "bootstrap" 500 1 1 0 12 30 "values" NA 1 5 0.366917123546527 0.000480787815933689 0.157813038898738 0.000127983566046281 2.32501145727232 0.00245957063412442
"cA2.60.32" 32 64 "2pi_I2" "A1" 1 1 1 3 "bootstrap" 500 1 1 0 12 30 "values" NA 2 5 0.554039941023989 0.00242854604377445 0.157813038898738 0.000127983566046281 3.51073615266666 0.0154001130318674
"cA2.60.32" 32 64 "2pi_I2" "A1" 1 1 1 3 "bootstrap" 500 1 1 0 12 30 "values" NA 3 5 0.651856585937235 0.00278543058033618 0.157813038898738 0.000127983566046281 4.13056228107683 0.0172817046301094
"cA2.60.32" 32 64 "2pi_I2" "A1" 1 1 1 3 "bootstrap" 500 1 1 0 12 30 "values" NA 4 4 0.69043376299726 0.00333086432100189 0.157813038898738 0.000127983566046281 4.37501088512898 0.0210137905302208
